CandidateVectorId,EquivalenceClassId,RepresentativeVectorId,Retained,EquivalenceSignatureSha256,EquivalenceSignature,MessageAlias,Scenario,StateBefore,VectorType,Perturbation,ConfigHash,RequirementId,CoverageObligations,InputSeed,ReductionReason,DataOrigin
V0056,EC-012,V0056,true,082373da7dd1944ad3665f2b508a8bdcaec85c8c4a6a0125ea6f30681ce628ee,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-C"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,c1d55f69700cfe26,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20281012,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0057,EC-012,V0056,false,082373da7dd1944ad3665f2b508a8bdcaec85c8c4a6a0125ea6f30681ce628ee,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-C"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,c1d55f69700cfe26,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20281013,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0058,EC-012,V0056,false,082373da7dd1944ad3665f2b508a8bdcaec85c8c4a6a0125ea6f30681ce628ee,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-C"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,c1d55f69700cfe26,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20281014,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0059,EC-012,V0056,false,082373da7dd1944ad3665f2b508a8bdcaec85c8c4a6a0125ea6f30681ce628ee,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-C"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,c1d55f69700cfe26,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20281015,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0060,EC-012,V0056,false,082373da7dd1944ad3665f2b508a8bdcaec85c8c4a6a0125ea6f30681ce628ee,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-C"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,c1d55f69700cfe26,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20281016,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0061,EC-013,V0061,true,5abe1aabe3281293486aae7a4ce8ed3deb2f32d72c101d09ddb721bc70ae6934,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,c1d55f69700cfe26,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20281112,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0062,EC-013,V0061,false,5abe1aabe3281293486aae7a4ce8ed3deb2f32d72c101d09ddb721bc70ae6934,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,c1d55f69700cfe26,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20281113,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0063,EC-013,V0061,false,5abe1aabe3281293486aae7a4ce8ed3deb2f32d72c101d09ddb721bc70ae6934,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,c1d55f69700cfe26,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20281114,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0064,EC-013,V0061,false,5abe1aabe3281293486aae7a4ce8ed3deb2f32d72c101d09ddb721bc70ae6934,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,c1d55f69700cfe26,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20281115,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0065,EC-013,V0061,false,5abe1aabe3281293486aae7a4ce8ed3deb2f32d72c101d09ddb721bc70ae6934,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLACE_TRUNCATED_MAC_WITH_ZERO"",""requirement_id"":""REQ-MAC-FORGERY-REJECTION"",""scenario"":""全零认证器伪造"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-C,全零认证器伪造,SYNC,TAMPER,REPLACE_TRUNCATED_MAC_WITH_ZERO,c1d55f69700cfe26,REQ-MAC-FORGERY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLACE_TRUNCATED_MAC_WITH_ZERO|REQUIREMENT:REQ-MAC-FORGERY-REJECTION,20281116,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0066,EC-014,V0066,true,8c854e368a0a6267121f3bec322b3a27539a919cff67923f9ffa1671143fce45,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-C,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,c1d55f69700cfe26,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20281212,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0067,EC-014,V0066,false,8c854e368a0a6267121f3bec322b3a27539a919cff67923f9ffa1671143fce45,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-C,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,c1d55f69700cfe26,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20281213,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0068,EC-014,V0066,false,8c854e368a0a6267121f3bec322b3a27539a919cff67923f9ffa1671143fce45,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-C,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,c1d55f69700cfe26,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20281214,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0069,EC-014,V0066,false,8c854e368a0a6267121f3bec322b3a27539a919cff67923f9ffa1671143fce45,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-C,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,c1d55f69700cfe26,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20281215,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0070,EC-014,V0066,false,8c854e368a0a6267121f3bec322b3a27539a919cff67923f9ffa1671143fce45,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION"",""message_alias"":""PDU-C"",""perturbation"":""REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU"",""requirement_id"":""REQ-FRESHNESS-REPLAY-REJECTION"",""scenario"":""已接收报文重放"",""state_before"":""SYNC"",""vector_type"":""REPLAY""}",PDU-C,已接收报文重放,SYNC,REPLAY,REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU,c1d55f69700cfe26,REQ-FRESHNESS-REPLAY-REJECTION,MESSAGE:PDU-C|STATE:SYNC|PERTURBATION:REPLAY_PREVIOUSLY_ACCEPTED_SECURED_PDU|REQUIREMENT:REQ-FRESHNESS-REPLAY-REJECTION,20281216,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0071,EC-015,V0071,true,59639c9ccb0bb5d413517b0a6ac4b7b9117ac67f938c15ccefdaa8c9183df3b8,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-C"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-C,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,c1d55f69700cfe26,REQ-ROLLOVER-GATING,MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20281312,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0072,EC-015,V0071,false,59639c9ccb0bb5d413517b0a6ac4b7b9117ac67f938c15ccefdaa8c9183df3b8,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-C"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-C,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,c1d55f69700cfe26,REQ-ROLLOVER-GATING,MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20281313,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0073,EC-015,V0071,false,59639c9ccb0bb5d413517b0a6ac4b7b9117ac67f938c15ccefdaa8c9183df3b8,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-C"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-C,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,c1d55f69700cfe26,REQ-ROLLOVER-GATING,MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20281314,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0074,EC-015,V0071,false,59639c9ccb0bb5d413517b0a6ac4b7b9117ac67f938c15ccefdaa8c9183df3b8,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-C"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-C,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,c1d55f69700cfe26,REQ-ROLLOVER-GATING,MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20281315,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0075,EC-015,V0071,false,59639c9ccb0bb5d413517b0a6ac4b7b9117ac67f938c15ccefdaa8c9183df3b8,"{""config_hash"":""c1d55f69700cfe26"",""coverage_obligations"":""MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING"",""message_alias"":""PDU-C"",""perturbation"":""AUTHENTICATED_POST_ROLLOVER_LOW_FV_5"",""requirement_id"":""REQ-ROLLOVER-GATING"",""scenario"":""严格策略下FV回绕候选"",""state_before"":""ROLLOVER_PENDING"",""vector_type"":""BOUNDARY_OUT""}",PDU-C,严格策略下FV回绕候选,ROLLOVER_PENDING,BOUNDARY_OUT,AUTHENTICATED_POST_ROLLOVER_LOW_FV_5,c1d55f69700cfe26,REQ-ROLLOVER-GATING,MESSAGE:PDU-C|STATE:ROLLOVER_PENDING|PERTURBATION:AUTHENTICATED_POST_ROLLOVER_LOW_FV_5|REQUIREMENT:REQ-ROLLOVER-GATING,20281316,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0076,EC-016,V0076,true,c8e8e26c47cb658919d7da6dbf334ddae845eaaf9bec0c1791fc543abdbb3e70,"{""config_hash"":""05919015c131d651"",""coverage_obligations"":""MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-D"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-D,合法基准通信,SYNC,VALID,NONE,05919015c131d651,REQ-VALID-DELIVERY,MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20290912,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0077,EC-016,V0076,false,c8e8e26c47cb658919d7da6dbf334ddae845eaaf9bec0c1791fc543abdbb3e70,"{""config_hash"":""05919015c131d651"",""coverage_obligations"":""MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-D"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-D,合法基准通信,SYNC,VALID,NONE,05919015c131d651,REQ-VALID-DELIVERY,MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20290913,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0078,EC-016,V0076,false,c8e8e26c47cb658919d7da6dbf334ddae845eaaf9bec0c1791fc543abdbb3e70,"{""config_hash"":""05919015c131d651"",""coverage_obligations"":""MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-D"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-D,合法基准通信,SYNC,VALID,NONE,05919015c131d651,REQ-VALID-DELIVERY,MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20290914,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0079,EC-016,V0076,false,c8e8e26c47cb658919d7da6dbf334ddae845eaaf9bec0c1791fc543abdbb3e70,"{""config_hash"":""05919015c131d651"",""coverage_obligations"":""MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-D"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-D,合法基准通信,SYNC,VALID,NONE,05919015c131d651,REQ-VALID-DELIVERY,MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20290915,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0080,EC-016,V0076,false,c8e8e26c47cb658919d7da6dbf334ddae845eaaf9bec0c1791fc543abdbb3e70,"{""config_hash"":""05919015c131d651"",""coverage_obligations"":""MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY"",""message_alias"":""PDU-D"",""perturbation"":""NONE"",""requirement_id"":""REQ-VALID-DELIVERY"",""scenario"":""合法基准通信"",""state_before"":""SYNC"",""vector_type"":""VALID""}",PDU-D,合法基准通信,SYNC,VALID,NONE,05919015c131d651,REQ-VALID-DELIVERY,MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:NONE|REQUIREMENT:REQ-VALID-DELIVERY,20290916,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
V0081,EC-017,V0081,true,1b320d06067703ec295c9991a54a15cebe3f83cc9f026484cc33ac9cf6abc780,"{""config_hash"":""05919015c131d651"",""coverage_obligations"":""MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-D"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-D,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,05919015c131d651,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20291012,lowest VectorId retained as deterministic representative,derived_from_disclosed_candidate_vectors
V0082,EC-017,V0081,false,1b320d06067703ec295c9991a54a15cebe3f83cc9f026484cc33ac9cf6abc780,"{""config_hash"":""05919015c131d651"",""coverage_obligations"":""MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY"",""message_alias"":""PDU-D"",""perturbation"":""XOR_0x01_AT_AUTH_AREA_OFFSET"",""requirement_id"":""REQ-AUTH-AREA-INTEGRITY"",""scenario"":""受认证区域内载荷篡改"",""state_before"":""SYNC"",""vector_type"":""TAMPER""}",PDU-D,受认证区域内载荷篡改,SYNC,TAMPER,XOR_0x01_AT_AUTH_AREA_OFFSET,05919015c131d651,REQ-AUTH-AREA-INTEGRITY,MESSAGE:PDU-D|STATE:SYNC|PERTURBATION:XOR_0x01_AT_AUTH_AREA_OFFSET|REQUIREMENT:REQ-AUTH-AREA-INTEGRITY,20291013,same observable semantic signature as representative,derived_from_disclosed_candidate_vectors
